"acc","accuracy","audio_file","average_response_time","avg_rt","background","canvas_backend","clean_roi_val","clicked","clock_backend","cohort","color_backend","compensation","condition","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions","correct_new_mouse_response","correct_next_trial_screen","correct_trial_response","correct_welcome","count_end_text","count_experiment","count_fixate_prompt_1","count_fixate_prompt_2","count_fixation","count_getting_started","count_grid_stimulus","count_ignore","count_ignore_1","count_instructions","count_log_audio_target_end","count_log_audio_target_start","count_log_click_response_end","count_log_final_fixation_end","count_log_final_fixation_start","count_log_fixate_center_audio_onset","count_log_gaze_start","count_log_instruction_to_click_onset","count_logger","count_new_inline_script_1","count_new_mouse_response","count_new_pygaze_drift_correct","count_new_pygaze_drift_correct_1","count_new_pygaze_drift_correct_2","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_repeat_cycle","count_new_sampler","count_new_sampler_1","count_new_sampler_1_1","count_next_trial_screen","count_pygaze_init","count_pygaze_log_trial_start","count_pygaze_start_recording","count_pygaze_stop_recording","count_randomize_positions","count_record_clicked_object","count_set_position_variables","count_trial_loop","count_trial_response","count_trial_sequence","count_wait_for_centre_gaze","count_wait_for_centre_gaze_at_end","count_welcome","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","distractor","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","img_bottom","img_left","img_right","img_top","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","referant","repeat_cycle","response","response_end_text","response_instructions","response_new_mouse_response","response_next_trial_screen","response_time","response_time_end_text","response_time_instructions","response_time_new_mouse_response","response_time_next_trial_screen","response_time_trial_response","response_time_welcome","response_trial_response","response_welcome","rhyme","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_end_text","time_experiment","time_fixate_prompt_1","time_fixate_prompt_2","time_fixation","time_getting_started","time_grid_stimulus","time_ignore","time_ignore_1","time_instructions","time_log_audio_target_end","time_log_audio_target_start","time_log_click_response_end","time_log_final_fixation_end","time_log_final_fixation_start","time_log_fixate_center_audio_onset","time_log_gaze_start","time_log_instruction_to_click_onset","time_logger","time_new_inline_script_1","time_new_mouse_response","time_new_pygaze_drift_correct","time_new_pygaze_drift_correct_1","time_new_pygaze_drift_correct_2","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_repeat_cycle","time_new_sampler","time_new_sampler_1","time_new_sampler_1_1","time_next_trial_screen","time_pygaze_init","time_pygaze_log_trial_start","time_pygaze_start_recording","time_pygaze_stop_recording","time_randomize_positions","time_record_clicked_object","time_set_position_variables","time_trial_loop","time_trial_response","time_trial_sequence","time_wait_for_centre_gaze","time_wait_for_centre_gaze_at_end","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"undefined","undefined","sandwich.wav","772.1176470588235","772.1176470588235","white","legacy","img_top","sandwich.png","legacy","sandal","legacy","0","5","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","16","16","NA","NA","16","NA","NA","0","16","16","16","16","16","16","16","16","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","16","16","NA","16","0","16","0","0","16","16","0","0","16","16","16","16","0","undefined","14","-539","Tue Jun 27 15:58:39 2023","The main experiment item","yes","collar","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","sandal.png","collar.png","casket.png","sandwich.png","legacy","16","16","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","sandwich","0","1","NA","1","NA","1","749","NA","988","NA","749","496","765","1","1","casket","2","legacy","1024","2","48000","-16","experiment","0","even","sandwich","NA","1452","236393","243268","NA","NA","233345","NA","NA","2227","241931","240882","242450","245378","245042","236345","238832","239956","246152","NA","NA","NA","NA","NA","NA","NA","NA","NA","240902","239976","NA","245402","3216","233299","5881","NA","233299","242468","3216","7732","241950","233299","238851","245077","1458","Visual World Paradigm","0","13126","17","yes","1920"
"undefined","undefined","dolphin.wav","767.3333333333334","767.3333333333334","white","legacy","img_right","dolphin.png","legacy","candy","legacy","0","4","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","17","17","NA","NA","17","NA","NA","0","17","17","17","17","17","17","17","17","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","17","17","NA","17","0","17","0","0","17","17","0","0","17","17","17","17","0","undefined","472","-4","Tue Jun 27 15:58:39 2023","The main experiment item","yes","dolphin","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","candle.png","sandal.png","dolphin.png","candy.png","legacy","17","17","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","candle","0","1","NA","1","NA","1","863","NA","988","NA","863","686","765","1","1","sandal","2","legacy","1024","2","48000","-16","experiment","0","even","dolphin","NA","1452","249699","257828","NA","NA","246647","NA","NA","2227","256302","255413","257009","259953","259613","249647","252143","254474","260840","NA","NA","NA","NA","NA","NA","NA","NA","NA","255433","254493","NA","259976","3216","246603","5881","NA","246603","257028","3216","7732","256321","246602","252163","259652","1458","Visual World Paradigm","0","13812","18","yes","1920"
"undefined","undefined","sandal.wav","764.6842105263158","764.6842105263158","white","legacy","img_left","sandal.png","legacy","sandal","legacy","0","6","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","18","18","NA","NA","18","NA","NA","0","18","18","18","18","18","18","18","18","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","18","NA","18","0","18","0","0","18","18","0","0","18","18","18","18","0","undefined","-464","29","Tue Jun 27 15:58:39 2023","The main experiment item","yes","picture","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","picture.png","sandal.png","beetle.png","saddle.png","legacy","18","18","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","saddle","0","1","NA","1","NA","1","689","NA","988","NA","689","717","765","1","1","beetle","2","legacy","1024","2","48000","-16","experiment","0","even","sandal","NA","1452","264395","271302","NA","NA","261345","NA","NA","2227","269742","268891","270482","273430","273092","264345","266842","267966","274143","NA","NA","NA","NA","NA","NA","NA","NA","NA","268910","267984","NA","273454","3216","261286","5881","NA","261286","270501","3216","7732","269762","261286","266861","273129","1458","Visual World Paradigm","0","14529","19","yes","1920"
"undefined","undefined","sandwich.wav","761.05","761.05","white","legacy","img_left","sandwich.png","legacy","picture","legacy","0","4","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","19","19","NA","NA","19","NA","NA","0","19","19","19","19","19","19","19","19","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","19","NA","19","0","19","0","0","19","19","0","0","19","19","19","19","0","undefined","-428","34","Tue Jun 27 15:58:39 2023","The main experiment item","yes","sandwich","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","picture.png","sandwich.png","nickel.png","pickle.png","legacy","19","19","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","pickle","0","1","NA","1","NA","1","792","NA","988","NA","792","692","765","1","1","nickel","2","legacy","1024","2","48000","-16","experiment","0","even","sandwich","NA","1452","277706","284804","NA","NA","274649","NA","NA","2227","283272","282202","283985","286904","286583","277649","280162","281287","287719","NA","NA","NA","NA","NA","NA","NA","NA","NA","282222","281307","NA","286927","3216","274600","5881","NA","274600","284004","3216","7732","283291","274600","280182","286603","1458","Visual World Paradigm","0","15221","20","yes","1920"
"undefined","undefined","basket.wav","759.1904761904761","759.1904761904761","white","legacy","img_left","basket.png","legacy","parrot","legacy","0","8","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","20","20","NA","NA","20","NA","NA","0","20","20","20","20","20","20","20","20","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","20","NA","20","0","20","0","0","20","20","0","0","20","20","20","20","0","undefined","-580","44","Tue Jun 27 15:58:39 2023","The main experiment item","yes","sandal","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","parrot.png","basket.png","sandal.png","casket.png","legacy","20","20","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","basket","0","1","NA","1","NA","1","865","NA","988","NA","865","722","765","1","1","casket","2","legacy","1024","2","48000","-16","experiment","0","even","basket","NA","1452","291271","298124","NA","NA","288219","NA","NA","2227","296562","295752","297305","300263","299912","291219","293702","294825","301151","NA","NA","NA","NA","NA","NA","NA","NA","NA","295771","294844","NA","300286","3216","288169","5881","NA","288169","297324","3216","7732","296581","288169","293720","299961","1458","Visual World Paradigm","0","15943","21","yes","1920"
"undefined","undefined","carrot.wav","756.9090909090909","756.9090909090909","white","legacy","img_bottom","carrot.png","legacy","carriage","legacy","0","1","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","21","21","NA","NA","21","NA","NA","0","21","21","21","21","21","21","21","21","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","21","21","NA","21","0","21","0","0","21","21","0","0","21","21","21","21","0","undefined","-60","537","Tue Jun 27 15:58:39 2023","The main experiment item","yes","nickel","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","carrot.png","parrot.png","carriage.png","nickel.png","legacy","21","21","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","carrot","0","1","NA","1","NA","1","598","NA","988","NA","598","709","765","1","1","parrot","2","legacy","1024","2","48000","-16","experiment","0","even","carrot","NA","1452","304687","312812","NA","NA","301636","NA","NA","2227","311263","310582","311993","320970","314592","304636","307122","309653","321591","NA","NA","NA","NA","NA","NA","NA","NA","NA","310601","309673","NA","320993","3216","301590","5881","NA","301590","312012","3216","7732","311282","301590","307141","314638","1458","Visual World Paradigm","0","16652","22","yes","1920"
"undefined","undefined","paddle.wav","757.7826086956521","757.7826086956521","white","legacy","img_bottom","paddle.png","legacy","speaker","legacy","0","12","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","22","22","NA","NA","22","NA","NA","0","22","22","22","22","22","22","22","22","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","22","22","NA","22","0","22","0","0","22","22","0","0","22","22","22","22","0","undefined","-154","342","Tue Jun 27 15:58:39 2023","The main experiment item","yes","paddle","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","paddle.png","speaker.png","dolphin.png","candy.png","legacy","22","22","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","dolphin","0","1","NA","1","NA","1","630","NA","988","NA","630","777","765","1","1","candy","2","legacy","1024","2","48000","-16","experiment","0","even","paddle","NA","1452","325101","331909","NA","NA","322051","NA","NA","2227","330291","329582","331090","334003","333683","325051","327542","328668","334655","NA","NA","NA","NA","NA","NA","NA","NA","NA","329601","328688","NA","334025","3216","322005","5881","NA","322005","331109","3216","7732","330310","322005","327563","333702","1458","Visual World Paradigm","0","17429","23","yes","1920"
"undefined","undefined","nickel.wav","758.5833333333334","758.5833333333334","white","legacy","img_right","nickel.png","legacy","handle","legacy","0","8","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","23","23","NA","NA","23","NA","NA","0","23","23","23","23","23","23","23","23","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","23","23","NA","23","0","23","0","0","23","23","0","0","23","23","23","23","0","undefined","434","92","Tue Jun 27 15:58:39 2023","The main experiment item","yes","castle","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","castle.png","handle.png","nickel.png","pickle.png","legacy","23","23","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","nickel","0","1","NA","1","NA","1","777","NA","988","NA","777","777","765","1","1","pickle","2","legacy","1024","2","48000","-16","experiment","0","even","nickel","NA","1452","338178","345028","NA","NA","335133","NA","NA","2227","343411","342661","344210","347151","346802","338134","340613","341738","347952","NA","NA","NA","NA","NA","NA","NA","NA","NA","342681","341759","NA","347174","3216","335091","5881","NA","335091","344228","3216","7732","343430","335091","340633","346850","1458","Visual World Paradigm","0","18206","24","yes","1920"
"undefined","undefined","saddle.wav","747.52","747.52","white","legacy","img_right","saddle.png","legacy","padlock","legacy","0","7","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","24","24","NA","NA","24","NA","NA","0","24","24","24","24","24","24","24","24","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","24","24","NA","24","0","24","0","0","24","24","0","0","24","24","24","24","0","undefined","500","20","Tue Jun 27 15:58:39 2023","The main experiment item","yes","saddle","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","parrot.png","padlock.png","saddle.png","collar.png","legacy","24","24","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","parrot","0","1","NA","1","NA","1","617","NA","988","NA","617","482","765","1","1","collar","2","legacy","1024","2","48000","-16","experiment","0","even","saddle","NA","1452","351498","360398","NA","NA","348447","NA","NA","2227","359073","358213","359577","362529","362182","351447","353951","357288","363167","NA","NA","NA","NA","NA","NA","NA","NA","NA","358233","357308","NA","362550","3216","348398","5881","NA","348398","359598","3216","7732","359093","348398","353971","362228","1458","Visual World Paradigm","0","18688","25","yes","1920"
"undefined","undefined","dollar.wav","743.0384615384615","743.0384615384615","white","legacy","img_top","dollar.png","legacy","picture","legacy","0","10","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","25","25","NA","NA","25","NA","NA","0","25","25","25","25","25","25","25","25","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","25","NA","25","0","25","0","0","25","25","0","0","25","25","25","25","0","undefined","22","-480","Tue Jun 27 15:58:39 2023","The main experiment item","yes","dollar","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","carrot.png","parrot.png","picture.png","dollar.png","legacy","25","25","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","parrot","0","1","NA","1","NA","1","710","NA","988","NA","710","631","765","1","1","carrot","2","legacy","1024","2","48000","-16","experiment","0","even","dollar","NA","1452","366701","376607","NA","NA","363646","NA","NA","2227","375132","374411","375786","378723","378402","366646","369142","373482","379455","NA","NA","NA","NA","NA","NA","NA","NA","NA","374430","373501","NA","378745","3216","363595","5881","NA","363595","375807","3216","7732","375152","363595","369161","378422","1458","Visual World Paradigm","0","19319","26","yes","1920"
"undefined","undefined","handle.wav","742","742","white","legacy","img_right","handle.png","legacy","casket","legacy","0","11","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","26","26","NA","NA","26","NA","NA","0","26","26","26","26","26","26","26","26","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","26","26","NA","26","0","26","0","0","26","26","0","0","26","26","26","26","0","undefined","514","-10","Tue Jun 27 15:58:39 2023","The main experiment item","yes","sandwich","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","picture.png","sandwich.png","handle.png","casket.png","legacy","26","26","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","handle","0","1","NA","1","NA","1","616","NA","988","NA","616","715","765","1","1","picture","2","legacy","1024","2","48000","-16","experiment","0","even","handle","NA","1452","382988","389829","NA","NA","379938","NA","NA","2227","388273","387483","389010","391951","391602","382938","385441","386566","392592","NA","NA","NA","NA","NA","NA","NA","NA","NA","387503","386585","NA","391975","3216","379882","5881","NA","379882","389029","3216","7732","388292","379882","385461","391650","1458","Visual World Paradigm","0","20034","27","yes","1920"
"undefined","undefined","padlock.wav","741.9642857142857","741.9642857142857","white","legacy","img_bottom","padlock.png","legacy","padlock","legacy","0","2","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","27","27","NA","NA","27","NA","NA","0","27","27","27","27","27","27","27","27","27","NA","NA","NA","NA","NA","NA","NA","NA","NA","27","27","NA","27","0","27","0","0","27","27","0","0","27","27","27","27","0","undefined","-58","442","Tue Jun 27 15:58:39 2023","The main experiment item","yes","dollar","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","padlock.png","saddle.png","paddle.png","dollar.png","legacy","27","27","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","paddle","0","1","NA","1","NA","1","666","NA","988","NA","666","741","765","1","1","saddle","2","legacy","1024","2","48000","-16","experiment","0","even","padlock","NA","1452","396132","410725","NA","NA","393085","NA","NA","2227","409142","408263","409906","412831","412511","396085","398583","407345","413519","NA","NA","NA","NA","NA","NA","NA","NA","NA","408283","407364","NA","412853","3216","393033","5881","NA","393033","409925","3216","7732","409162","393033","398602","412530","1458","Visual World Paradigm","0","20775","28","yes","1920"
"undefined","undefined","carrot.wav","737.1724137931035","737.1724137931035","white","legacy","img_right","carrot.png","legacy","saddle","legacy","0","11","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","28","28","NA","NA","28","NA","NA","0","28","28","28","28","28","28","28","28","28","NA","NA","NA","NA","NA","NA","NA","NA","NA","28","28","NA","28","0","28","0","0","28","28","0","0","28","28","28","28","0","undefined","480","16","Tue Jun 27 15:58:39 2023","The main experiment item","yes","beetle","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","speaker.png","saddle.png","carrot.png","beetle.png","legacy","28","28","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","carrot","0","1","NA","1","NA","1","606","NA","988","NA","606","603","765","1","1","speaker","2","legacy","1024","2","48000","-16","experiment","0","even","carrot","NA","1452","417052","424877","NA","NA","414002","NA","NA","2227","423433","422752","424058","426970","426651","417002","419501","421832","427600","NA","NA","NA","NA","NA","NA","NA","NA","NA","422771","421852","NA","426993","3216","413938","5881","NA","413938","424077","3216","7732","423452","413938","419521","426669","1458","Visual World Paradigm","0","21378","29","yes","1920"
"undefined","undefined","carriage.wav","733.1","733.1","white","legacy","img_left","carriage.png","legacy","carrot","legacy","0","5","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","29","29","NA","NA","29","NA","NA","0","29","29","29","29","29","29","29","29","29","NA","NA","NA","NA","NA","NA","NA","NA","NA","29","29","NA","29","0","29","0","0","29","29","0","0","29","29","29","29","0","undefined","-554","140","Tue Jun 27 15:58:39 2023","The main experiment item","yes","sandwich","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","sandwich.png","carriage.png","padlock.png","carrot.png","legacy","29","29","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","carriage","0","1","NA","1","NA","1","846","NA","988","NA","846","615","765","1","1","padlock","2","legacy","1024","2","48000","-16","experiment","0","even","carriage","NA","1452","431135","452787","NA","NA","428081","NA","NA","2227","451332","450503","451969","454928","454581","431081","433581","449581","455799","NA","NA","NA","NA","NA","NA","NA","NA","NA","450523","449600","NA","454953","3216","428034","5881","NA","428034","451987","3216","7732","451352","428034","433601","454627","1458","Visual World Paradigm","0","21993","30","yes","1920"
"undefined","undefined","parrot.wav","728.8064516129032","728.8064516129032","white","legacy","img_bottom","parrot.png","legacy","pickle","legacy","0","12","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","30","30","NA","NA","30","NA","NA","0","30","30","30","30","30","30","30","30","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","30","NA","30","0","30","0","0","30","30","0","0","30","30","30","30","0","undefined","-16","422","Tue Jun 27 15:58:39 2023","The main experiment item","yes","parrot","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","parrot.png","candle.png","sandwich.png","pickle.png","legacy","30","30","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","sandwich","0","1","NA","1","NA","1","750","NA","988","NA","750","600","765","1","1","candle","2","legacy","1024","2","48000","-16","experiment","0","even","parrot","NA","1452","459334","465966","NA","NA","456279","NA","NA","2227","464523","463842","465146","469267","467741","459279","461793","462918","470039","NA","NA","NA","NA","NA","NA","NA","NA","NA","463861","462937","NA","469289","3216","456226","5881","NA","456226","465166","3216","7732","464543","456226","461813","467760","1458","Visual World Paradigm","0","22593","31","yes","1920"
"undefined","undefined","pickle.wav","735.375","735.375","white","legacy","img_right","pickle.png","legacy","pickle","legacy","0","6","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","31","31","NA","NA","31","NA","NA","0","31","31","31","31","31","31","31","31","31","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","31","NA","31","0","31","0","0","31","31","0","0","31","31","31","31","0","undefined","442","-66","Tue Jun 27 15:58:39 2023","The main experiment item","yes","basket","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","picture.png","candle.png","pickle.png","basket.png","legacy","31","31","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","picture","0","1","NA","1","NA","1","564","NA","988","NA","564","939","765","1","1","candle","2","legacy","1024","2","48000","-16","experiment","0","even","pickle","NA","1452","473602","482214","NA","NA","470537","NA","NA","2227","480433","479712","481394","484322","484003","473537","476042","478775","484911","NA","NA","NA","NA","NA","NA","NA","NA","NA","479732","478794","NA","484347","3216","470486","5881","NA","470486","481414","3216","7732","480452","470486","476062","484021","1458","Visual World Paradigm","0","23532","32","yes","1920"
"undefined","undefined","candle.wav","746.3333333333334","746.3333333333334","white","legacy","img_bottom","candle.png","legacy","candy","legacy","0","1","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","32","32","NA","NA","32","NA","NA","0","32","32","32","32","32","32","32","32","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","32","32","NA","32","0","32","0","0","32","32","0","0","32","32","32","32","0","undefined","-18","478","Tue Jun 27 15:58:39 2023","The main experiment item","yes","dollar","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","candle.png","dollar.png","candy.png","handle.png","legacy","32","32","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","candle","0","1","NA","1","NA","1","736","NA","988","NA","736","1097","765","1","1","handle","2","legacy","1024","2","48000","-16","experiment","0","even","candle","NA","1452","488443","495662","NA","NA","485397","NA","NA","2227","493722","492932","494843","497783","497463","488397","490893","492017","498544","NA","NA","NA","NA","NA","NA","NA","NA","NA","492952","492035","NA","497807","3216","485351","5881","NA","485351","494862","3216","7732","493742","485351","490912","497482","1458","Visual World Paradigm","0","24629","33","yes","1920"
"undefined","undefined","handle.wav","738.5294117647059","738.5294117647059","white","legacy","img_left","handle.png","legacy","candy","legacy","0","9","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","33","33","NA","NA","33","NA","NA","0","33","33","33","33","33","33","33","33","33","NA","NA","NA","NA","NA","NA","NA","NA","NA","33","33","NA","33","0","33","0","0","33","33","0","0","33","33","33","33","0","undefined","-366","-48","Tue Jun 27 15:58:39 2023","The main experiment item","yes","nickel","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","sandal.png","handle.png","candy.png","nickel.png","legacy","33","33","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","sandal","0","1","NA","1","NA","1","718","NA","988","NA","718","481","765","1","1","handle","2","legacy","1024","2","48000","-16","experiment","0","even","handle","NA","1452","502078","508686","NA","NA","499030","NA","NA","2227","507362","506573","507866","528483","510471","502031","504522","505645","529223","NA","NA","NA","NA","NA","NA","NA","NA","NA","506592","505663","NA","528505","3216","498986","5881","NA","498986","507886","3216","7732","507382","498985","504540","510490","1458","Visual World Paradigm","0","25110","34","yes","1920"
"undefined","undefined","beetle.wav","736.6285714285714","736.6285714285714","white","legacy","img_bottom","beetle.png","legacy","beaker","legacy","0","5","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","34","34","NA","NA","34","NA","NA","0","34","34","34","34","34","34","34","34","34","NA","NA","NA","NA","NA","NA","NA","NA","NA","34","34","NA","34","0","34","0","0","34","34","0","0","34","34","34","34","0","undefined","-70","422","Tue Jun 27 15:58:39 2023","The main experiment item","yes","picture","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","beetle.png","carriage.png","beaker.png","picture.png","legacy","34","34","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","beetle","0","1","NA","1","NA","1","577","NA","988","NA","577","672","765","1","1","carriage","2","legacy","1024","2","48000","-16","experiment","0","even","beetle","NA","1452","532751","546166","NA","NA","529690","NA","NA","2227","544652","543902","545346","548303","547952","532690","535203","542962","548904","NA","NA","NA","NA","NA","NA","NA","NA","NA","543921","542983","NA","548326","3216","529646","5881","NA","529646","545366","3216","7732","544671","529646","535222","548002","1458","Visual World Paradigm","0","25782","35","yes","1920"
"undefined","undefined","collar.wav","736.7777777777778","736.7777777777778","white","legacy","img_top","collar.png","legacy","paddle","legacy","0","11","uniform","NA","NA","NA","undefined","undefined","NA","undefined","undefined","undefined","0","0","35","35","NA","NA","35","NA","NA","0","35","35","35","35","35","35","35","35","35","NA","NA","NA","NA","NA","NA","NA","NA","NA","35","35","NA","35","0","35","0","0","35","35","0","0","35","35","35","35","0","undefined","72","-368","Tue Jun 27 15:58:39 2023","The main experiment item","yes","carriage","VWP.osexp","C:/Users/yarbus/Downloads","no","mono","no","18","no","black","no","yes","1080","carriage.png","paddle.png","beaker.png","collar.png","legacy","35","35","C:/Users/yarbus/Desktop/TeamPegasus/recordings/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.14","collar","0","1","NA","1","NA","1","600","NA","988","NA","600","742","765","1","1","beaker","2","legacy","1024","2","48000","-16","experiment","0","even","collar","NA","1452","552446","559206","NA","NA","549390","NA","NA","2227","557622","556932","558386","561312","560991","552391","554892","556015","561936","NA","NA","NA","NA","NA","NA","NA","NA","NA","556952","556033","NA","561335","3216","549335","5881","NA","549335","558406","3216","7732","557641","549335","554910","561011","1458","Visual World Paradigm","0","26524","36","yes","1920"
